,Title,Company,Description,Link
311,Operations Analyst,Kaplan Test Prep,"Job Title
Operations Analyst
Job Description
About Kaplan
Kaplan Test Prep ( www.kaptest.com/careers ) is a premier provider of educational and career services for individuals, schools and businesses. Established in 1938, Kaplan is the world leader in the test prep industry. With a comprehensive menu of online offerings as well as a complete array of print books and digital products, Kaplan offers preparation for more than 100 standardized tests, including entrance exams for secondary school, college and graduate school, as well as professional licensing exams for attorneys, physicians and nurses. Kaplan also provides private tutoring and graduate admissions consulting services. Kaplan Test Prep also operates Metis , a leading provider of data science skills training for individuals and businesses.

Job Impact and Scope Summary
Bringing to the table a mindset of continuous improvement, the Operations Analyst will utilize data to ensure Kaplan Publishing is making effective decisions throughout the supply chain. This includes providing relevant information for forecasting, product specs, and shipping decisions, as well as seeking out new opportunities that can improve efficiencies, and drive down product costs.

Responsibilities
Develop title level print forecasts for domestic and international, course, retail, and marketing materials
Track accuracy of forecasts, and incorporate findings into future print decisions
Incorporate market and seasonal trend information into forecast analysis
Provide tools and information to help internal stakeholders make informed decisions about product specs
Suggest supply chain improvements, based on data, that will improve efficiency and reduce costs
Develop and present analysis comparing profitability of POD and offset printings
Develop and present analysis to support print location and distribution decisions
Provide cost and efficiency analysis on procurement and supply chain initiatives

Requirements
Bachelor’s Degree
3+ years experience in an analytical role, ideally with experience with procurement or supply chain
Strong analytical background with excellent attention to detail
Proficient with Microsoft Office and Google, highly proficient in Microsoft Excel
Demonstrated organizational and project management skills
Must be authorized for employment in the US

Location
New York, NY, USA
Additional Locations

Employee Type
Employee
Job Functional Area
Data Science & Analytics
Kaplan is an Equal Opportunity Employer",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=262
312,Lead Data Engineer,Harmony Labs,"LEAD DATA ENGINEER
Harmony Labs is on a mission to understand media influence at scale, and to experiment with using media to support an open, resilient, democratic society. Our community of researchers, practitioners, and industry partners is building basic knowledge and applied solutions to help get ahead of pressing media systems challenges, like business models that favor engagement over accuracy, partisan polarization, and information wars fought with manipulated media. We are currently seeking a Lead Data Engineer to help us build out our data warehouse and add new sources to it from our accelerator program.
The LEAD DATA ENGINEER will take on the following roles and responsibilities:
Architect and implement reliable ETL pipelines
Work with myriad sources to automate ingestion processes across internal and external
systems
Build alarms and health metrics to maintain high data availability
Design and create data schemas and models that can scale
Facilitate the growth of the engineering team at Harmony
QUALIFICATIONS AND REQUIREMENTS:
CS degree or related work experience
Familiarity with cloud database architecture
Experience designing and implementing systems using Python
Familiarity with schemas, tables structures, relational, and non-relational database
architecture
Strong experience in improving performance of queries and data jobs and scaling the
Experience leading small teams and working with stakeholders to design and build systems
HOW TO APPLY
Please submit your cover letter, resume, and salary requirements.
COMPENSATION
Salary is commensurate with experience. There is an excellent benefits plan, including unlimited paid time off for sick leave and vacation; medical, dental and vision plans; pre-tax flexible spending accounts and transit program; and 401(k). As part of our dedication to the diversity of our workforce, Harmony Labs is committed to Equal Employment Opportunity without regard for race, color, national origin, ethnicity, gender, protected veteran status, disability, sexual orientation, gender identity, or religion.
ABOUT HARMONY LABS
Harmony Labs is on a mission to understand media influence at scale, and to experiment with using media to support an open, resilient, democratic society. Through the sharing of data, knowledge and other resources, we're enabling networks of researchers, practitioners and partners to rapidly generate and refine hypotheses about how media and society interact, to align around ideal outcomes, and to test outcomes-optimized interventions. Together, we’re building basic knowledge and applied solutions to help get ahead of pressing media systems challenges, like business models that favor engagement over accuracy, partisan polarization, and information wars fought with manipulated media.
Harmony Labs is New York City based 501(c)3 that has evolved from nearly a decade of research and prototyping, in partnership with and/or funded by leading organizations like Google, The Ford Foundation, The Corporation for Public Broadcasting, MTV, and Columbia University.
Job Type: Full-time
Experience:
Python: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Location:
New York, NY 10036 (Preferred)",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=262
313,Data Center Operations Engineer/IT Facility Management,NYC Health + Hospitals,"JOB SUMMARY
Data Center Operations Engineer/IT Facility Management - We are looking for team oriented individuals who will be responsible for installation and de-installation of network devices, monitor Z10 mainframe environment and peripherals. They will verify connectivity of all devices and also troubleshoot any reconnection issues. They will also be responsible for recording the assets that are assigned to a user.
PRINCIPAL DUTIES AND RESPONSIBILITIES
Installation of network devises and cable management systems
Provide technical support to our network owner/user community
Maintain and update an accurate documentation of Services Desk trouble tickets
Monitor System interfaces and other communication utilities and take proper action
Perform all other related duties
QUALIFICATIONS / EXPERIENCE/ DEPARTMENTAL
Familiarization with a large-scale IBM Z10 mainframe environment
TSO, JES2
Remedy Ticketing System
Participate in special projects as needed and perform other duties as assigned
Must be able to work independently as well as work as part of a fast moving team
Bachelor’s Degree from an accredited college or university with a major in Computer Science, Systems Engineering, applied Mathematics, Business Administration, Economics/Statistics, Telecommunications, Data Communications, or a related field of study; and
Five (5) years of progressive, responsible experience in the field of data processing, computer systems, and applications. Operations Specialty requires supervisory experience (5 years). Network Services requires a telecommunications background and experience.
Broad knowledge and expertise in the characteristics of computers, peripheral devices, communications systems and hardware capabilities, programming languages, E.D.P. applications, systems analysis methodology, data management and retrieval techniques;
Job Type: Full-time
Salary: $70,000.00 to $85,000.00 /year
Experience:
Computer Systems: 5 years (Required)
Education:
Bachelor's (Required)
Location:
New York, NY (Required)",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=271
314,Analytics Analyst,Havas Media,"Job description
The Marketing Analytics and Data Consulting group provides leading-edge expertise, methodology and delivery of media and marketing measures and analysis. The team is responsible for deriving consumer and marketing insights and recommendation that are both strategic and tactical on optimizing current and future cross channel media plans.
Analysts are exposed to a range of clients, projects and responsibilities. You will be working with a team of talented individuals in Analytics, Media, Strategy and Creative to help drive results for our clients. Your activities will include:

Responsibilities
Work with the Digital media teams to develop measurement action plans for online media campaigns.
Design and perform analysis, interpreting results and synthesizing recommendations.
Deliver regular reports to gauge effectiveness of online search, display advertising campaigns on the site/engine, placement/keyword, and creative levels.
Monitor and analyze media campaign performance and provide strategic insights and campaign recommendations for optimization.
Analyze Web site behavior using Web analytics tools to determine areas of site improvement
Designing and conducting analysis, interpreting results and synthesizing recommendations.
Identify analytics up-sell opportunities within clients, including Web analytics and landing page testing.
Conducting primary and secondary research on best practices and market trends
Contribute to the company's knowledge base by creating and sharing case studies, POVs and seminar/conference summaries.
0-2 years experience
BA+ in Information Systems/ Data Science/ Math
Internship/Coop a plus
Bachelor’s degree in Marketing, Business, Finance, Statistics or Economics
Our analysts come from various backgrounds, with and without analytic experience. They bring qualities such as intellectual curiosity, problem solving skills, determination, and creativity to our client work
We seek highly motivated individuals with a strong record of academic and/or professional achievement
Strong quantitative and research skills with proven ability to demonstrate data collecting, analyzing and interpretation capabilities
Strong ability to judge and quantify results of advertising / promotional efforts placed on behalf our clients (i.e., understand true value of ROI, understand/describe impact of results, compare actual results to needs of client/product) and know what to do with this information (i.e., how to optimize placements, which promotions to recommend, etc.)
Strong working knowledge of Office, especially Excel
Understanding of online advertising planning, buying and performance metrics is a plus
Proficiency with ad serving and rich media tools, e.g., DoubleClick DFA and Atlas is a plus
Experience with Web site analytics tools such as Omniture and Google Analytics is a plus
Database: Creation and maintenance on of these platforms (Access, MySQL, Postgresql)
Requirements: Experience in gather data requirements for ingestion and processing
Standardization Building: Creating Standardize Data Process Documentation
Reporting: Create reporting using any of the following (Excel, Tableau, Datorama, PowerBI)
QC: The ability to look at Reports and Queries to determine accuracy
Coding: Experience in SQL or another coding language such as Python,R
Analytical Skills: Determine data trends to determine what the data means.
Communication Skills: Possesses the ability communicate findings to the rest of the team
Problem-Solving: Recommend solutions to make business processes more efficient.
Time Management: Business intelligence analysts work on large projects and many data streams and many deadlines. Being able to juggle it all is crucial to the job.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=271
315,Associate Data Scientist,Wiley,"Associate Data Scientist
Hoboken, NJ

We are seeking an Associate Data Scientist to work as an integral part of the Business Intelligence & Analytics team in Information Technology that is responsible for key global data integration, delivery data insights through BI tools, planning modelling, statistical tools and data visualization solutions. The candidate will have a passion for data, and a desire to find the patterns/answers present in Wiley datasets and external data sources in order to help drive business analysis, objectives and make data-informed decisions.
The Associate Data Scientist will: perform mathematical, data-driven business analysis using different tools; provide statistical analytics on customers, products and services; provide business analysis support working across business functions including Finance, Planning, Technology, Product Development, Sales and Marketing to deliver key insights for the businesses. Other key responsibilities include but are not limited to:
Draw conclusions from research/analysis and effectively communicate findings to business and technology leadership and colleagues
Perform ad-hoc analysis against key internal and external datasets to recognize patterns, behaviors and clusters/networks
Create visualizations to depict the data patterns identified through data science methods/tools
Contribute to on-going evaluation and development of key performance indicators and drivers for the company against key dataset using analytic practices and tools
Develops additional technical competencies and subject matter expertise within core functional groups
Documenting the types and structure of the business data (logical modeling) and lineage.
Leverage geospatial analysis and tools to help the business with understanding geographical customer patterns and optimize sales territories to derive operational efficiencies.
Assist the Sales and marketing teams formulate, measure and track KPIs that align with Business Strategy. Assist the teams with automation of workflows
Analyzing and mining business data to identify patterns and correlations among various data points
Mapping and tracing data from system to system in order to solve a given business or system problem
Requirements analysis and documentation
Identify and define problems, evaluate alternatives and implement effective solutions
Collaborate with analytic teams to deliver solutions in a timely manner.

Data Research/Analytics:
Access various data sources across the enterprise to pull data, transform the data to standardize variables and consolidate to prepare for reporting and analysis.
Perform ad hoc analyses and data extraction requests
Extract insights from data, assisting in formulating business problems, design the approach and develop the analytics to solve for questions being asked.
Develop insightful analysis and create reports from the data leveraging tools such as QlikSense, SPSS, ArcGIS, etc.
Explore external data sources for enrichment and collaborate with MDM and other teams in leveraging them for ingestion/analysis.
Actively build processes and tools to make data more accessible
Develop presentations, reports and dashboards to share with senior leadership on key findings
Leveraging programming skills in SQL, R, Python, etc. parse/transform key data into useful sets for analysis and integration in data research exercises

Requirements analysis and support:
Able to elicit and verify business requirements using interviews, document analysis, workshops, business process descriptions, use cases, scenarios
Able to represent requirements using alternative views, such as analysis models (diagrams), prototypes, or scenarios, where appropriate
Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture
Able to describe the interaction between users and systems (i.e., use case diagrams)
Ability to use graphical tools (e.g., Adobe Photoshop, Paint Shop, etc.) to create more sophisticated/accurate mock-ups for requirements

Growth & Development:
Remain current on data science techniques, data governance standards, best practices and methodologies.
Remain current on technology capabilities and emerging trends

Communication/Relationship Management
Creativity and problem-solving capabilities
Able to identify, report and address conflicts/risks in a timely manner
Able to leverage a wide variety of tools / techniques to facilitate communication
Present information for decision making purposes with minimal direction
High desire for independent continuous learning
Able to multi-task (i.e. working across multiple projects)
Able to coach and guide junior data analysts and interns. Able to assist colleagues within business and technology with various data analysis and research methodologies.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=274
316,Research Data Scientist,RBC,"What is the opportunity?

Research Data Scientist on the global research team responsible for providing AI/Data driven solutions to our institutional research analysts and clients

What will you do?

Implement new statistical or other mathematical methodologies as needed for specific models or data analysis by leveraging alternative data sets.
Identify potential data sources and enhance data collection procedures to develop unique and proprietary insights for institutional research analysts and clients. (I.e. web scraping, geo location, etc.)
Collaborate with research analysts, strategic initiatives and IT teams to understand institutional research data needs to provide data modelling, cleansing, and optimization expertise.
Keep up-to-date with latest technology trends and start-ups / tools that can be leveraged to further the institutional research platform and brand.
Coordinate, generate and maintain research reports, presentations and databases of unique, alternative, and proprietary insights.
Provide research support to analyst as required

What do you need to succeed?

Must-have

Experience in statistical methods.
Strong data profiling, cleaning, and mining.
Ability to perform complex data analysis on large volumes of data and present findings to stakeholders.
Strong knowledge of design, development, and implementation experience utilizing data science technologies.
Excellent analytical and problem solving skills.
Expert technical documentation skills.
Familiar with a range of data tools.
Familiar with machine learning techniques.
Programming skills and some knowledge of Python, R, Java and SQL
Strong coding abilities.

Nice-to-have

Familiarity with data visualization tools and techniques like D3 and Qlik
Experience with big data technologies – Hadoop (Pig, Hive), noSQL/SQL databases, parallel processing techniques and Apache Spark
Familiar with a Linux environment and shell scripting.
Familiar with data extract, transform and load processes with a variety of data types
Previous exposure to capital markets
Good understanding of financial/stock market

What’s in it for you?
We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation
Leaders who support your development through coaching and managing opportunities
Ability to make a difference and lasting impact
Work in a dynamic, collaborative, progressive, and high-performing team

About RBC
Royal Bank of Canada is Canada’s largest bank, and one of the largest banks in the world, based on market capitalization. We are one of North America’s leading diversified financial services companies, and provide personal and commercial banking, wealth management, insurance, investor services and capital markets products and services on a global basis. We have over 80,000 full- and part-time employees who serve more than 16 million personal, business, public sector and institutional clients through offices in Canada, the U.S. and 37 other countries. For more information, please visit rbc.com.

Inclusion and Equal Opportunity Employment
RBC is an equal opportunity employer committed to diversity and inclusion. We are pleased to consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veterans status, Aboriginal/Native American status or any other legally-protected factors. Disability-related accommodations during the application process are available upon request.

JOB SUMMARY
City: New York
Address: 200 Vesey
Work Hours/Week: 40
Work Environment: Office
Employment Type: Permanent
Career Level: Experienced Hire/Professional
Pay Type: Salaried
Position Level: CM - Professional
Required Travel(%): 0-25
Exempt/Non-Exempt: Exempt
People Manager: No
Application Deadline: 11/25/2018
Req ID: 173541
Ad Code(s):",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=274
317,Venture Capital Analyst - Data Scientist,Simon Property Group,"ABOUT SIMON VENTURES
Simon Ventures is the venture capital affiliate of Simon Property Group (Simon), an S&P 100 company as well as the largest publicly traded real estate investment trust in the S&P 500. Simon Ventures specializes in investing in next generation commerce as well as the retail technologies that power or optimize for those consumer experiences with CB Insights most recently recognizing Simon Ventures as one of the 10 most active investors in retail technology.
Simon Ventures can serve as a unique investment partner to founders by leveraging Simon's operational platform and access to market distribution channels to impact the slope and velocity of their growth while supporting their continued creative and shareholder control. This service proposition resonates with founders who are looking for a partner that can strategically amplify their abilities to create value and capitalize on unfair market advantage.
PRIMARY PURPOSE
The analyst role will be based in New York City. As an analyst you will have an opportunity to learn the venture capital business, including the fundamentals of asset allocation and the process of selecting high quality investments using both quantitative and qualitative analysis to support due diligence efforts, and gain insight into many fascinating startups that are innovating at the intersection of retail and technology. You will also contribute to building an investment platform that is focused on leveraging the best in assets across real estate, technology, brands and social influence to offer a service proposition to founders that is uniquely differentiated for venture capital.
The primary role of the analyst is to support the Managing Director, including due diligence and active portfolio management (including assisting and supporting portfolio companies with operational initiatives). Core duties include the following:
Supporting the Managing Director in a variety of analytic and investment management activities, including running due diligence for potential investments and assisting in the preparation of IC memos and presentations
Working with and supporting portfolio companies, including with the activation of any operational initiatives, research projects, competitor analysis, valuation work and board meeting support
Conducting valuation updates and monitoring performance across the existing portfolio
Helping with the coordination and production of regular reporting for IC review, including quarterly updates and other reports


THE IDEAL CANDIDATE
Education & Experience:
Bachelor’s degree and one to three years of investment banking, finance, investment management, start up or retail operating experience
Demonstrated ability to execute detailed financial analysis
Proficiency in MS Excel, Word and PowerPoint
Strong writing skills
Knowledge Skills and Abilities:
Interest in next generation commerce and retail technology
Critical thinker, intellectually curious, detail-oriented and unafraid to ask questions
Driven to work hard within a high performance environment with ability to work across a number of investments and projects simultaneously, sometimes on tight deadlines
Strong technical/quanitative skills
Strong fit within a team oriented, no ego, intellectually curious culture
Strong interpersonal skills",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=274
318,Operations Analyst,Kaplan,"About Kaplan
Kaplan Test Prep ( www.kaptest.com/careers ) is a premier provider of educational and career services for individuals, schools and businesses. Established in 1938, Kaplan is the world leader in the test prep industry. With a comprehensive menu of online offerings as well as a complete array of print books and digital products, Kaplan offers preparation for more than 100 standardized tests, including entrance exams for secondary school, college and graduate school, as well as professional licensing exams for attorneys, physicians and nurses. Kaplan also provides private tutoring and graduate admissions consulting services. Kaplan Test Prep also operates Metis , a leading provider of data science skills training for individuals and businesses.

Job Impact and Scope Summary
Bringing to the table a mindset of continuous improvement, the Operations Analyst will utilize data to ensure Kaplan Publishing is making effective decisions throughout the supply chain. This includes providing relevant information for forecasting, product specs, and shipping decisions, as well as seeking out new opportunities that can improve efficiencies, and drive down product costs.

Responsibilities
Develop title level print forecasts for domestic and international, course, retail, and marketing materials
Incorporate market and seasonal trend information into forecast analysis
Provide tools and information to help internal stakeholders make informed decisions about product specs
Suggest supply chain improvements, based on data, that will improve efficiency and reduce costs
Develop and present analysis comparing profitability of POD and offset printings
Develop and present analysis to support print location and distribution decisions
Provide cost and efficiency analysis on procurement and supply chain initiatives

Requirements
Bachelor’s Degree
3+ years experience in an analytical role, ideally with experience with procurement or supply chain
Strong analytical background with excellent attention to detail
Proficient with Microsoft Office and Google, highly proficient in Microsoft Excel
Demonstrated organizational and project management skills
Must be authorized for employment in the US",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=286
319,Sr. Data Analytics Engineer,Sapient,"This is a contract position located onsite at the SapientRazorfish office in New York.
Project Overview: Opportunity to work with one of the world's largest technology companies to automate and visualize manual reporting, email analytics, campaign analytics, etc.

Responsibilities:
Develop automated marketing campaign dashboards using Tableau
Setup integrated automated data feeds from multiple data sources (customer database, site analytics, etc.)
Connect multiple, large data sets for dashboard development
Perform hands-on analyses on large volumes of transaction, marketing and customer level data
Manage, execute and deliver analyses such as: advertising performance analysis, website analytics, customer segmentation, survey design and analysis, ROI modeling, lifetime value analysis, cross channel analysis, media mix analysis and brand research
Package deliverables in an articulate and easy-to-understand fashion with a clear storyline that addresses client business needs
Support the development of measurement strategies, learning agendas and roadmaps with input from senior team members and internal stakeholders

Requirements:
4-8 years of experience
Must have excellent data engineering skills – ability to extract from Adobe Analytics
Demonstrated success in data visualization and dashboard development
Tableau query experience and SQL

LI-SNNA",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=286
320,Data Engineer,Fox News Channel,"Fox News is currently looking for a Data Engineer to join our Digital team. Responsibilities will include building out tools and new data platforms that will drive the data driven decision process within the organization.

A SNAPSHOT OF YOUR RESPONSIBILITIES
Create and maintain new Extract Transmit and Load (ETL) processes to further the capabilities of our analytics platform
Create programs that gather data from APIs, websites, and other data warehouses
Support and maintain a powerful and efficient data warehouse within the AWS environment
Run Ad-Hoc queries for stakeholders using an assortment of technology including redshift, spark, and Athena
Propose and design new methods and technologies to better leverage our data
Support the data needs of Business Intelligence and Data Science Teams

WHAT YOU WILL NEED
SQL Expertise
Fluency in an object-oriented language such as Python, Java, or C#
Experience with shell languages such as Bash or PowerShell
Understanding of relational and non-relational data modeling
Proficiency in creating ETL processes for large scale data warehouses
Excellent communication skills

NICE TO HAVES
In-depth knowledge of Hadoop and related technologies such as Hive, Presto, and Spark
Proficiency with the AWS ecosystem including technologies such as DynamoDB, RedShift, s3, Glue, Lambda, Athena and EMR
Experience with big data columnar formats such as ORC and Parquet
Knowledge of Adobe Analytics and Clickstream data feeds
Machine Learning
Knowledge of data visualization tools such as Tableau, Domo, Looker etc.

Please attach a resume to be considered, applications without resumes will be considered incomplete and will not be reviewed.



We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, disability, protected veteran status, or any other characteristic protected by law. We will consider for employment qualified applicants with criminal histories consistent with applicable law.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=290
321,Senior Data Scientist,Bonobos,"Bonobos is seeking a Senior Data Scientist to optimize operational and economic inefficiencies and to create practical solutions to business problems using data and technology.

Bonobos started out as a place for a guy to get a pair of great-fitting pants, and today it's evolved into the first digitally native vertical apparel brand in the country. Our goal is to become the most loved clothing company of all time. No, seriously. As a company born and raised on the internet, the insights we can generate from our data differentiate us from our competitors and give our customers access to a highly personalized shopping experience at scale. By bringing all the great features of our Guideshop locations to the web, we can share the Bonobos experience with every one of our customers, whether or not they live near one of our 50+ (and growing) Guideshop locations.

The mission of the Data Products and Insights group is to champion the value of intellectual honesty and data-driven judgment in the organization. We use our data to extract signals that close the loop between our personalized physical shopping experience, our e-commerce platform, and our customers. Members of our group are mathematicians and engineers who are motivated by solving problems, flexing their creative muscles to identify opportunities for economic efficiencies, and building practical solutions that scale and address our business needs. Some of the solutions we're working on include product recommendations, email targeting models, internal workflow optimization tools, and an intelligence layer that gives our business users the data they need to do their jobs.

What you'll do…

Collaborate across functional areas of our business at every level of seniority to uncover and address opportunities for scalability and economic growth
Act as a knowledge manager in the company; a highly trusted and credible resource whose technical ability is matched only by their judgment and communications skills
Apply exploratory data analysis, engineering techniques, and machine learning to solve high-visibility problems that take into account our business needs, our technical capabilities, and the economics of the apparel industry
Communicate with business leaders to present results and recommendations
You…

Are curious, resourceful, and have a killer instinct for solving problems
Have substantial experience (3+ years) analyzing data in a professional setting
Have a strong understanding of statistics, algorithm design, machine learning, and computer programming (UNIX, SQL, Python, AWS)
Have efficient and professional communications skills, a capacity for abstract reasoning, and a desire to learn and share knowledge
We…

Are an apparel company that wholeheartedly embraces and is built on technology
Are located in the Flatiron District in the heart of Manhattan...Can you say Shake Shack?
Have a highly collaborative team built on trust and mutual respect
Do fun things like team lunches, bar nights, foosball, and Camp Bonobos
Give you the opportunity to identify and solve business problems armed only with your wits (and the hardware of your choosing, and an attractive motorized standing desk, and free seltzer, etc)
Are excited to hear from you",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=291
322,Data Scientist,DigitasLBi,"Overview
Data & Analysis – Data Scientist

Digitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.

The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.

Digitas Data Science practice sits within our DNA (Data & Analysis) capability, and develops industry-leading analytical solutions for clients across industries, channels and business functions. We apply a bespoke and cutting-edge arsenal of statistical, analytical and computing techniques to complex data problems at scale, with an emphasis on game-changing—and measureable—business impact. We work in close collaboration with colleagues across all agency disciplines to develop truly innovative, highly effective, data-powered solutions for our clients.

To help with this, we’re looking for an outstanding Data Scientist – an intellectually curious and creative problem solver who is willing to tackle the familiar and unfamiliar of all things data, including methods, technologies and applications. Sound like you? Read on.

What you’ll do:
Our Data Scientists deliver analytic solutions across a wide variety of client applications. We build inferential and predictive models, including machine learning algorithms and AI; we process, integrate and manipulate big data with distributed systems and customer data pipelines; we synthesize results and translate findings into compelling stories that resonate with clients.

As a Data Scientist, you’ll address complex marketing and business challenges—from cross-channel media and customer experience optimization to segmentation, targeting and business strategy—by accessing, integrating, manipulating, mining and modeling a wide array of data sources.
Day-to-day, your role includes:
Translating marketing and business questions into data queries.
Using distributed computing systems to access and manipulate big data sources.
Conducting exploratory analysis to identify relevant insights and useful transformations.
Applying quantitative techniques to uncover latent patterns in the data.
Interpreting data, analytical results and visuals to generate conclusions and recommendations.
Testing scalable data pipelines or models for real-time applications.
Ensuring that analytic tasks and results meet established objectives and timelines.
Sharing knowledge and conducting research to advance the collective knowledge and skills of our Data Science practice.
We’re looking for relevant academic, research or work experience, which typically includes:
A Bachelor’s or Master’s degree in a quantitative field such as statistics, mathematics, econometrics, operations research, data science, computer science, engineering, marketing or social science methods.
Hands-on experience analyzing data for patterns and insights.
Hands-on experience running basic statistical or machine learning procedures, such as descriptive statistics, hypothesis testing, supervised or unsupervised learning.
Hands-on experience with Python or R. Familiarity with SQL, Linux, and/or distributed computing systems such as Hadoop or AWS preferred.
Demonstrated interest in marketing analytic applications.
Demonstrated self-starter who thrives in a fast-paced environment with flat structure.

Got what it takes? We’d love to hear from you.
Digitas is an equal opportunity employer.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=291
323,Data Integration Engineer,FanDuel,"FanDuel Group is an innovative sports-tech entertainment company that is changing the way consumers engage with their favorite sports, teams, and leagues. The premier gaming destination in the United States, FanDuel Group consists of a portfolio of leading brands across gaming, sports betting, daily fantasy sports, advance-deposit wagering, and TV/media, including FanDuel, Betfair US, DRAFT, and TVG. FanDuel Group has a presence across 45 states and 8 million customers. The company is based in New York with offices in California, New Jersey, Florida, Oregon, and Scotland.

Sports is our game, but fast-paced technology is at the heart of our business. We make products that sports fans love to use and our teams love to build.FanDuel has got where it is by making decisions based on accurate and timely data. As a data developer, you will help us build scalable systems to provide access to that data across the company.

What you'll do

Work with our Marketing team, analysts and other engineers to integrate data from internal and external sources into a marketing data warehouse.
Combine real-time and batch data to provide up-to-the-minute information for running marketing campaigns and offers.
Design performant data integration processes to handle hundreds of real-time events per second.
What we're looking for

Passion for data. You need to want to find the answers and see how data drives the activities of the business.
Ability to respond quickly to requirements, to keep a short feedback loop for marketing initiatives.
Ability to deliver robust solutions. Our analysts and business need reliable access to data, so the ability to build with quality and uptime in mind is a must.
Ability to stay on top. We plan to evolve and expand our marketing tech stack to allow new and better customer experiences. With our help, you will need to stay ahead of these and new developments in the field.
What you can expect

A supportive, trusting and open work environment.
Regular meet-ups to share knowledge and develop skills.
Learn from others, and be a coach and mentor to other developers, irrespective of experience.
Collaborate on shared libraries, tooling, infrastructure and platform.
Essential attributes:
Five Years experience working in a data warehouse or marketing database environment.
Extensive experience of data Extraction, Transformation and Loading with at least one of:
Modern open-source ETL tools e.g. Talend, Pentaho, Mulesoft
Enterprise ETL tools e.g. Redpoint Data Management, Informatica PowerCenter, Oracle Data Integrator, SQL Server Integration Services, IBM DataStage
A good understanding of ETL design including source to target mapping, aggregations, slowly changing dimensions, change data capture, and error handling.
Experience with data model design including high volume tables, dimensional modeling, and normalized structures
Experience with working with large data sets and optimizing the data integration processes for large volumes.
Building complex queries in SQL, Amazon Redshift would be a plus.
Nice-to-have skills:
Experience working with Marketing teams and Marketing technology.
Experience with Event-driven Messaging and SOA approaches.
Data processing using Amazon Web Services platforms, and/or tools such as Apache Spark and Hadoop.
Experience with Python and/or Java for data processing.
What you get in return

Beyond working with such a great team?

An exciting environment with real growth
Contribute to exciting products used by a highly passionate user base
Personal learning and development opportunities
Unlimited holiday allowance
401K plan
100% coverage of health insurance premiums
There's more, but we don't want to go on and on.

FanDuel is an equal opportunities employer. Diversity and inclusion in FanDuel means that we respect and value everyone as individuals. We don't tolerate bias, judgment or harassment. Our focus is on developing employees so that they reach their full potential.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=291
324,Data Analyst,Workbridge Associates,"An enterprise level health & fitness organization is in search of a Data Analyst to join their Data Insights team on a full-time basis. This analyst will work with the business and broader technology groups on various data science and analytic initiatives. Additionally, there will be significant exposure to modern data processing and analytic tools. Responsibilities for this position include providing help desk/data support function, troubleshooting data discrepancies, working with business & technology partners to build analytic solutions as well as the identification & implementation of enhancements.
Required Skills & Experience
Bachelor’s Degree in Data Science OR related field
2+ years of hands on experience with SQL
2+ years of experience working as a Data Analyst
Data Warehouse principles and data modeling concepts
Experience with Python, Machine Learning
Analytic tools experience with Tableau, Business Objects, Stratifyd
What You Will Be Doing
Tech Breakdown
70% Analyst 30% Data Science
The Offer
Competitive Salary: Up to $100K/year, DOE
You will receive the following benefits:
Medical Insurance (medical, dental, vision) & Health Savings Account (HSA)


Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.

Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) in major North American markets. Our unique expertise in today’s highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients.",https://www.indeed.com/jobs?q=Data+Science&l=New+York%2C+NY&start=301
