industry,skills,title,job_id
Internet,Machine Learning,"  Data Scientist 2
",LI83
Internet,Marketing,"  Data Scientist 2
",LI83
Internet,Testing,"  Data Scientist 2
",LI83
Internet,Master's Degree,"  Data Scientist 2
",LI83
Marketing and Advertising,Python (Programming Language),"  Lead Data Scientist
",LI84
Marketing and Advertising,Data Science,"  Lead Data Scientist
",LI84
Marketing and Advertising,R,"  Lead Data Scientist
",LI84
Marketing and Advertising,Behavior Change,"  Lead Data Scientist
",LI84
Marketing and Advertising,Apache Spark,"  Lead Data Scientist
",LI84
Marketing and Advertising,Predictive Analytics,"  Lead Data Scientist
",LI84
Marketing and Advertising,Hadoop,"  Lead Data Scientist
",LI84
Marketing and Advertising,Machine Learning,"  Lead Data Scientist
",LI84
Marketing and Advertising,Predictive Modeling,"  Lead Data Scientist
",LI84
Marketing and Advertising,Big Data,"  Lead Data Scientist
",LI84
Marketing and Advertising,Master's Degree,"  Lead Data Scientist
",LI84
Staffing and Recruiting,Data Visualization,"  Data Scientist
",LI85
Staffing and Recruiting,Management,"  Data Scientist
",LI85
Staffing and Recruiting,Data Analysis,"  Data Scientist
",LI85
Staffing and Recruiting,Data Science,"  Data Scientist
",LI85
Staffing and Recruiting,Research,"  Data Scientist
",LI85
Staffing and Recruiting,Matlab,"  Data Scientist
",LI85
Staffing and Recruiting,C++,"  Data Scientist
",LI85
Staffing and Recruiting,Feasibility Studies,"  Data Scientist
",LI85
Staffing and Recruiting,Learning Management Systems,"  Data Scientist
",LI85
Staffing and Recruiting,Algorithms,"  Data Scientist
",LI85
Staffing and Recruiting,Bachelor's Degree,"  Data Scientist
",LI85
Hospital & Health Care,Python (Programming Language),"  Data Scientist
",LI86
Hospital & Health Care,SQL,"  Data Scientist
",LI86
Hospital & Health Care,Analytical Skills,"  Data Scientist
",LI86
Hospital & Health Care,Computer Science,"  Data Scientist
",LI86
Hospital & Health Care,Healthcare,"  Data Scientist
",LI86
Hospital & Health Care,Statistics,"  Data Scientist
",LI86
Hospital & Health Care,Optimization,"  Data Scientist
",LI86
Hospital & Health Care,Scientists,"  Data Scientist
",LI86
Hospital & Health Care,Machine Learning,"  Data Scientist
",LI86
Hospital & Health Care,Testing,"  Data Scientist
",LI86
Hospital & Health Care,Master's Degree,"  Data Scientist
",LI86
Financial Services,Python (Programming Language),"  Data Scientist
",LI87
Financial Services,Data Analysis,"  Data Scientist
",LI87
Financial Services,R,"  Data Scientist
",LI87
Financial Services,Microsoft SQL Server,"  Data Scientist
",LI87
Financial Services,Analytics,"  Data Scientist
",LI87
Financial Services,Statistics,"  Data Scientist
",LI87
Financial Services,Communication,"  Data Scientist
",LI87
Financial Services,Agile Methodologies,"  Data Scientist
",LI87
Financial Services,Predictive Modeling,"  Data Scientist
",LI87
Financial Services,Databases,"  Data Scientist
",LI87
Financial Services,Bachelor's Degree,"  Data Scientist
",LI87
Management Consulting,Python (Programming Language),"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Management,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Data Science,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Analytics,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Differential Scanning Calorimetry,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Statistics,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Communication,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Machine Learning,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,MySQL,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Consulting,"  Data Scientist Consultant - Labs
",LI88
Management Consulting,Bachelor's Degree,"  Data Scientist Consultant - Labs
",LI88
Information Technology and Services,Python (Programming Language),"  Sr. Director, Data Science
",LI89
Information Technology and Services,Management,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Analytics,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Statistics,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Requirements Analysis,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Communication,"  Sr. Director, Data Science
",LI89
Information Technology and Services,SPSS,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Hadoop,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Leadership,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Algorithms,"  Sr. Director, Data Science
",LI89
Information Technology and Services,Master's Degree,"  Sr. Director, Data Science
",LI89
Utilities,SQL,"  SQL Data Analyst
",LI90
Utilities,Data Analysis,"  SQL Data Analyst
",LI90
Utilities,Business,"  SQL Data Analyst
",LI90
Utilities,Network Marketing,"  SQL Data Analyst
",LI90
Utilities,Problem Solving,"  SQL Data Analyst
",LI90
Utilities,Bachelor's Degree,"  SQL Data Analyst
",LI90
Marketing and Advertising,Data Science,"  Director,  Data Science
",LI91
Marketing and Advertising,Analytics,"  Director,  Data Science
",LI91
Marketing and Advertising,Marketing Mix Modeling,"  Director,  Data Science
",LI91
Marketing and Advertising,Attribution,"  Director,  Data Science
",LI91
Marketing and Advertising,Advertising,"  Director,  Data Science
",LI91
Marketing and Advertising,Attribution Modeling,"  Director,  Data Science
",LI91
Marketing and Advertising,Digital Marketing,"  Director,  Data Science
",LI91
Marketing and Advertising,DMP,"  Director,  Data Science
",LI91
Marketing and Advertising,Audience Measurement,"  Director,  Data Science
",LI91
Marketing and Advertising,Digital Media,"  Director,  Data Science
",LI91
Marketing and Advertising,Master's Degree,"  Director,  Data Science
",LI91
"Health, Wellness and Fitness",Management,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Data Analysis,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Contact Centers,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Workforce Management,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Account Management,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Communication,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Problem Solving,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Forecasting,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Microsoft Outlook,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Training,"  Workforce Management Data Analyst
",LI92
"Health, Wellness and Fitness",Bachelor's Degree,"  Workforce Management Data Analyst
",LI92
Retail,Python (Programming Language),"  Data Scientist (Predictive Modeling)
",LI93
Retail,Analytical Skills,"  Data Scientist (Predictive Modeling)
",LI93
Retail,Data Analysis,"  Data Scientist (Predictive Modeling)
",LI93
Retail,Statistics,"  Data Scientist (Predictive Modeling)
",LI93
Retail,User Experience (UX),"  Data Scientist (Predictive Modeling)
",LI93
Retail,Machine Learning,"  Data Scientist (Predictive Modeling)
",LI93
Retail,Forecasting,"  Data Scientist (Predictive Modeling)
",LI93
Retail,Databases,"  Data Scientist (Predictive Modeling)
",LI93
Retail,C#,"  Data Scientist (Predictive Modeling)
",LI93
Retail,Pricing Strategy,"  Data Scientist (Predictive Modeling)
",LI93
Retail,Master's Degree,"  Data Scientist (Predictive Modeling)
",LI93
Financial Services,Management,"  Network Data Scientist
",LI94
Financial Services,Data Analysis,"  Network Data Scientist
",LI94
Financial Services,Network Administration,"  Network Data Scientist
",LI94
Financial Services,Networking,"  Network Data Scientist
",LI94
Financial Services,Communication,"  Network Data Scientist
",LI94
Financial Services,Computer Hardware,"  Network Data Scientist
",LI94
Financial Services,Cisco Systems Products,"  Network Data Scientist
",LI94
Financial Services,Network Security,"  Network Data Scientist
",LI94
Financial Services,Investment Banking,"  Network Data Scientist
",LI94
Financial Services,French,"  Network Data Scientist
",LI94
Financial Services,Bachelor's Degree,"  Network Data Scientist
",LI94
Information Technology and Services,Management,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Cloud Computing,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Sales,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Mergers & Acquisitions (M&A),"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Solution Selling,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Go-to-market Strategy,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,DevOps,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Start-ups,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Microsoft Azure,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Amazon Web Services (AWS),"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Bachelor's Degree,"  Senior Sales Executive - Cloud /DevOps/Data Science  & Machine Learning Solutions
",LI95
Information Technology and Services,Python (Programming Language),"  Data Science Python Engineer
",LI96
Information Technology and Services,Data Science,"  Data Science Python Engineer
",LI96
Information Technology and Services,Data Engineering,"  Data Science Python Engineer
",LI96
Information Technology and Services,Cloud Computing,"  Data Science Python Engineer
",LI96
Information Technology and Services,Java,"  Data Science Python Engineer
",LI96
Information Technology and Services,Ansible,"  Data Science Python Engineer
",LI96
Information Technology and Services,Scala,"  Data Science Python Engineer
",LI96
Information Technology and Services,Amazon Web Services (AWS),"  Data Science Python Engineer
",LI96
Information Technology and Services,Bachelor's Degree,"  Data Science Python Engineer
",LI96
Broadcast Media,Writing,"  Data Analyst
",LI97
Broadcast Media,Data Analysis,"  Data Analyst
",LI97
Broadcast Media,Integration,"  Data Analyst
",LI97
Broadcast Media,Stata,"  Data Analyst
",LI97
Broadcast Media,Sales,"  Data Analyst
",LI97
Broadcast Media,Communication,"  Data Analyst
",LI97
Broadcast Media,Economists,"  Data Analyst
",LI97
Broadcast Media,Databases,"  Data Analyst
",LI97
Broadcast Media,Pricing Strategy,"  Data Analyst
",LI97
Broadcast Media,Interviewing,"  Data Analyst
",LI97
Broadcast Media,Bachelor's Degree,"  Data Analyst
",LI97
Financial Services,Python (Programming Language),"  Python Developer / Data Scientist
",LI98
Financial Services,Research,"  Python Developer / Data Scientist
",LI98
Financial Services,Investments,"  Python Developer / Data Scientist
",LI98
Financial Services,Machine Learning,"  Python Developer / Data Scientist
",LI98
Financial Services,Market Intelligence,"  Python Developer / Data Scientist
",LI98
Financial Services,Quantitative Analytics,"  Python Developer / Data Scientist
",LI98
Financial Services,Fundamental Analysis,"  Python Developer / Data Scientist
",LI98
Financial Services,Public Policy,"  Python Developer / Data Scientist
",LI98
Financial Services,Time Series Analysis,"  Python Developer / Data Scientist
",LI98
Financial Services,Monte Carlo Simulation,"  Python Developer / Data Scientist
",LI98
Financial Services,Master's Degree,"  Python Developer / Data Scientist
",LI98
Marketing and Advertising,Python (Programming Language),"  Senior / Data Scientist
",LI99
Marketing and Advertising,Data Science,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Analytics,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Statistics,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Attribution,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Prototyping,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Distributed File System (DFS),"  Senior / Data Scientist
",LI99
Marketing and Advertising,Apache Spark,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Deep Learning,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Machine Learning,"  Senior / Data Scientist
",LI99
Marketing and Advertising,Doctor of Philosophy,"  Senior / Data Scientist
",LI99
Computer Software,Python (Programming Language),"  Senior Data Scientist
",LI100
Computer Software,Science,"  Senior Data Scientist
",LI100
Computer Software,R,"  Senior Data Scientist
",LI100
Computer Software,Statistics,"  Senior Data Scientist
",LI100
Computer Software,Keras,"  Senior Data Scientist
",LI100
Computer Software,Apache Spark,"  Senior Data Scientist
",LI100
Computer Software,Statistical Modeling,"  Senior Data Scientist
",LI100
Computer Software,Machine Learning,"  Senior Data Scientist
",LI100
Computer Software,TensorFlow,"  Senior Data Scientist
",LI100
Computer Software,Amazon Web Services (AWS),"  Senior Data Scientist
",LI100
Marketing and Advertising,Management,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Analytical Skills,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Business,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Internal Audit,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Beauty Industry,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Demand Planning,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,E-commerce,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Sales,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Trade Marketing,"  e-Data Analyst, Luxury Portfolio
",LI101
Marketing and Advertising,Business Strategy,"  e-Data Analyst, Luxury Portfolio
",LI101
Sports,Python (Programming Language),"  Data Scientist
",LI102
Sports,Analytics,"  Data Scientist
",LI102
Sports,Enterprise Software,"  Data Scientist
",LI102
Sports,Engineering,"  Data Scientist
",LI102
Sports,Start-ups,"  Data Scientist
",LI102
Sports,Sports,"  Data Scientist
",LI102
Sports,Gamification,"  Data Scientist
",LI102
Sports,Swish,"  Data Scientist
",LI102
Sports,MySQL,"  Data Scientist
",LI102
Entertainment,SQL,"  Data Analyst
",LI103
Entertainment,Tableau,"  Data Analyst
",LI103
Entertainment,Data Analysis,"  Data Analyst
",LI103
Entertainment,Analytics,"  Data Analyst
",LI103
Entertainment,Statistical Data Analysis,"  Data Analyst
",LI103
Entertainment,Bachelor's Degree,"  Data Analyst
",LI103
Automotive,Management,"  Senior Data Scientist
",LI104
Automotive,Analytical Skills,"  Senior Data Scientist
",LI104
Automotive,Statistics,"  Senior Data Scientist
",LI104
Automotive,Strategic Thinking,"  Senior Data Scientist
",LI104
Automotive,Communication,"  Senior Data Scientist
",LI104
Automotive,Investments,"  Senior Data Scientist
",LI104
Automotive,Forecasting,"  Senior Data Scientist
",LI104
Automotive,Higher Education,"  Senior Data Scientist
",LI104
Automotive,Economics,"  Senior Data Scientist
",LI104
Automotive,Financial Modeling,"  Senior Data Scientist
",LI104
Automotive,Master's Degree,"  Senior Data Scientist
",LI104
Pharmaceuticals,SQL,"  Data Scientist
",LI105
Pharmaceuticals,Healthcare,"  Data Scientist
",LI105
Pharmaceuticals,Analytics,"  Data Scientist
",LI105
Pharmaceuticals,Biotechnology,"  Data Scientist
",LI105
Pharmaceuticals,Electronic Medical Record (EMR),"  Data Scientist
",LI105
Pharmaceuticals,Oncology,"  Data Scientist
",LI105
Pharmaceuticals,Medicine,"  Data Scientist
",LI105
Pharmaceuticals,Pharmaceutical Industry,"  Data Scientist
",LI105
Pharmaceuticals,Databases,"  Data Scientist
",LI105
Pharmaceuticals,Informatics,"  Data Scientist
",LI105
Computer & Network Security,Python (Programming Language),"  Data Scientist
",LI106
Computer & Network Security,Data Mining,"  Data Scientist
",LI106
Computer & Network Security,Statistics,"  Data Scientist
",LI106
Computer & Network Security,Mining,"  Data Scientist
",LI106
Computer & Network Security,Apache Spark,"  Data Scientist
",LI106
Computer & Network Security,Hadoop,"  Data Scientist
",LI106
Computer & Network Security,Machine Learning,"  Data Scientist
",LI106
Computer & Network Security,Azure Data Lake,"  Data Scientist
",LI106
Computer & Network Security,Scala,"  Data Scientist
",LI106
Computer & Network Security,Algorithms,"  Data Scientist
",LI106
Computer & Network Security,Bachelor's Degree,"  Data Scientist
",LI106
Financial Services,Business Insights,"  Data Scientist II
",LI107
Financial Services,Analytics,"  Data Scientist II
",LI107
Financial Services,Statistics,"  Data Scientist II
",LI107
Financial Services,Market Research,"  Data Scientist II
",LI107
Financial Services,Working with Investors,"  Data Scientist II
",LI107
Financial Services,Communication,"  Data Scientist II
",LI107
Financial Services,Investments,"  Data Scientist II
",LI107
Financial Services,Leadership,"  Data Scientist II
",LI107
Financial Services,Economics,"  Data Scientist II
",LI107
Financial Services,Marketing,"  Data Scientist II
",LI107
Financial Services,Master's Degree,"  Data Scientist II
",LI107
Pharmaceuticals,SQL,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Microsoft Excel,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Data Analysis,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Data Management,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Microsoft SQL Server,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Biotechnology,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Database Queries,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Pharmaceutical Industry,"  Data Analyst â€“ Data Management
",LI108
Pharmaceuticals,Data Warehousing,"  Data Analyst â€“ Data Management
",LI108
Hospital & Health Care,Python (Programming Language),"  Data Scientist
",LI109
Hospital & Health Care,SQL,"  Data Scientist
",LI109
Hospital & Health Care,Statistics,"  Data Scientist
",LI109
Hospital & Health Care,Hive,"  Data Scientist
",LI109
Hospital & Health Care,Software Development Life Cycle (SDLC),"  Data Scientist
",LI109
Hospital & Health Care,Communication,"  Data Scientist
",LI109
Hospital & Health Care,Pandas (Software),"  Data Scientist
",LI109
Hospital & Health Care,XML,"  Data Scientist
",LI109
Hospital & Health Care,Machine Learning,"  Data Scientist
",LI109
Hospital & Health Care,Master's Degree,"  Data Scientist
",LI109
Computer Software,Data Analysis,"  Associate Data Scientist
",LI110
Computer Software,Data Science,"  Associate Data Scientist
",LI110
Computer Software,Analytics,"  Associate Data Scientist
",LI110
Computer Software,Feature Extraction,"  Associate Data Scientist
",LI110
Computer Software,Statistical Data Analysis,"  Associate Data Scientist
",LI110
Computer Software,Engineering,"  Associate Data Scientist
",LI110
Computer Software,Machine Learning,"  Associate Data Scientist
",LI110
Computer Software,Modeling,"  Associate Data Scientist
",LI110
Computer Software,Unstructured Data,"  Associate Data Scientist
",LI110
Computer Software,Algorithms,"  Associate Data Scientist
",LI110
Computer Software,Master's Degree,"  Associate Data Scientist
",LI110
Hospital & Health Care,Python (Programming Language),"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Management,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Analytical Skills,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Data Science,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Business,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Statistics,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Matlab,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Engineering,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Communication,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Machine Learning,"  Sr. Manager, Data Scientist
",LI111
Hospital & Health Care,Master's Degree,"  Sr. Manager, Data Scientist
",LI111
Information Technology and Services,Master's Degree,"  Product Data Scientist
",LI112
Information Technology and Services,Python (Programming Language),"  Senior Data Scientist
",LI113
Information Technology and Services,Neuro-Linguistic Programming (NLP),"  Senior Data Scientist
",LI113
Information Technology and Services,Statistics,"  Senior Data Scientist
",LI113
Information Technology and Services,Statistical Modeling,"  Senior Data Scientist
",LI113
Information Technology and Services,Machine Learning,"  Senior Data Scientist
",LI113
Information Technology and Services,Modeling,"  Senior Data Scientist
",LI113
Information Technology and Services,Master's Degree,"  Senior Data Scientist
",LI113
Computer Software,SQL,"  Data Scientist & Management Consultant
",LI114
Computer Software,Data Analysis,"  Data Scientist & Management Consultant
",LI114
Computer Software,Data Science,"  Data Scientist & Management Consultant
",LI114
Computer Software,Enterprise Software,"  Data Scientist & Management Consultant
",LI114
Computer Software,Sales,"  Data Scientist & Management Consultant
",LI114
Computer Software,Proof of Concept,"  Data Scientist & Management Consultant
",LI114
Computer Software,Consulting,"  Data Scientist & Management Consultant
",LI114
Computer Software,Business Value,"  Data Scientist & Management Consultant
",LI114
Computer Software,Pre-Sales Consulting,"  Data Scientist & Management Consultant
",LI114
Computer Software,Master's Degree,"  Data Scientist & Management Consultant
",LI114
Financial Services,Analytical Skills,"  Data Scientist
",LI115
Financial Services,Data Mining,"  Data Scientist
",LI115
Financial Services,Statistics,"  Data Scientist
",LI115
Financial Services,Employee Benefits Design,"  Data Scientist
",LI115
Financial Services,Television,"  Data Scientist
",LI115
Financial Services,Statistical Modeling,"  Data Scientist
",LI115
Financial Services,Marketing Strategy,"  Data Scientist
",LI115
Financial Services,Teamwork,"  Data Scientist
",LI115
Financial Services,Business Strategy,"  Data Scientist
",LI115
Financial Services,Problem Solving,"  Data Scientist
",LI115
Financial Services,Master's Degree,"  Data Scientist
",LI115
Venture Capital & Private Equity,Data Science,"  Data Scientist
",LI116
Venture Capital & Private Equity,Doctor of Philosophy,"  Data Scientist
",LI116
Information Technology and Services,Python (Programming Language),"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,SQL,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Data Science,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Apache Spark,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Software as a Service (SaaS),"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Computer Security,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Machine Learning,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Big Data,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Financial Markets,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Algorithms,"  Data Scientist (Cybersecurity, Client Facing/ FinTech Domain)
",LI117
Information Technology and Services,Statistics,"  Data Scientist
",LI118
Information Technology and Services,Cloud Computing,"  Data Scientist
",LI118
Information Technology and Services,Applied Mathematics,"  Data Scientist
",LI118
Information Technology and Services,Machine Learning,"  Data Scientist
",LI118
Information Technology and Services,Forecasting,"  Data Scientist
",LI118
Information Technology and Services,PyTorch,"  Data Scientist
",LI118
Information Technology and Services,Data Modeling,"  Data Scientist
",LI118
Information Technology and Services,TensorFlow,"  Data Scientist
",LI118
Information Technology and Services,Algorithms,"  Data Scientist
",LI118
Information Technology and Services,Testing,"  Data Scientist
",LI118
Information Technology and Services,Master's Degree,"  Data Scientist
",LI118
Computer & Network Security,Python (Programming Language),"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Statistics,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Sourcing,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Root Cause Analysis,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Market Data,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Business Process Improvement,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Cross-functional Team Leadership,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Architecture,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Big Data,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Unix,"  Senior Data Engineer - Big Data
",LI119
Computer & Network Security,Bachelor's Degree,"  Senior Data Engineer - Big Data
",LI119
Research,Python (Programming Language),"  Data Engineer / Scientist
",LI120
Research,Management,"  Data Engineer / Scientist
",LI120
Research,Statistics,"  Data Engineer / Scientist
",LI120
Research,Data Engineering,"  Data Engineer / Scientist
",LI120
Research,Hedge Funds,"  Data Engineer / Scientist
",LI120
Research,Quantitative Research,"  Data Engineer / Scientist
",LI120
Research,Machine Learning,"  Data Engineer / Scientist
",LI120
Research,Financial Markets,"  Data Engineer / Scientist
",LI120
Research,Investment Strategies,"  Data Engineer / Scientist
",LI120
Research,Equities,"  Data Engineer / Scientist
",LI120
Research,Master's Degree,"  Data Engineer / Scientist
",LI120
Mechanical or Industrial Engineering,SQL,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Data Analysis,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Visualization,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Analytics,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Business,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Statistics,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Applied Mathematics,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Advertising,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Big Data,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Fashion,"  Data Analyst
",LI121
Mechanical or Industrial Engineering,Master's Degree,"  Data Analyst
",LI121
Information Technology and Services,Python (Programming Language),"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Neuro-Linguistic Programming (NLP),"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Physics,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Engineering,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Machine Learning,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Programming,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Start-ups,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Claims Management,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Algorithms,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Gas Chromatography,"  Data Scientist (PhD Required)
",LI122
Information Technology and Services,Doctor of Philosophy,"  Data Scientist (PhD Required)
",LI122
Financial Services,Python (Programming Language),"  Data Scientist
",LI123
Financial Services,Management,"  Data Scientist
",LI123
Financial Services,Statistics,"  Data Scientist
",LI123
Financial Services,Credit Risk,"  Data Scientist
",LI123
Financial Services,Engineering,"  Data Scientist
",LI123
Financial Services,Communication,"  Data Scientist
",LI123
Financial Services,Machine Learning,"  Data Scientist
",LI123
Financial Services,Credit,"  Data Scientist
",LI123
Financial Services,Algorithms,"  Data Scientist
",LI123
Financial Services,Testing,"  Data Scientist
",LI123
Financial Services,Master's Degree,"  Data Scientist
",LI123
Information Technology and Services,Data Analytics,"  Lead Data Scientist
",LI124
Information Technology and Services,Oil & Gas Industry,"  Lead Data Scientist
",LI124
Information Technology and Services,Computational Modeling,"  Lead Data Scientist
",LI124
Information Technology and Services,Requirements Gathering,"  Lead Data Scientist
",LI124
Information Technology and Services,Machine Learning,"  Lead Data Scientist
",LI124
Information Technology and Services,Algorithm Development,"  Lead Data Scientist
",LI124
Information Technology and Services,Software Development,"  Lead Data Scientist
",LI124
Information Technology and Services,Project Management,"  Lead Data Scientist
",LI124
Information Technology and Services,Custom Software Development,"  Lead Data Scientist
",LI124
Information Technology and Services,Technical Leadership,"  Lead Data Scientist
",LI124
Information Technology and Services,Master's Degree,"  Lead Data Scientist
",LI124
Information Technology and Services,Python (Programming Language),"  Data Scientist
",LI125
Information Technology and Services,Analytical Skills,"  Data Scientist
",LI125
Information Technology and Services,Data Analysis,"  Data Scientist
",LI125
Information Technology and Services,Data Mining,"  Data Scientist
",LI125
Information Technology and Services,Object Detection,"  Data Scientist
",LI125
Information Technology and Services,Video,"  Data Scientist
",LI125
Information Technology and Services,Signal Processing,"  Data Scientist
",LI125
Information Technology and Services,Multimedia,"  Data Scientist
",LI125
Information Technology and Services,Data Warehousing,"  Data Scientist
",LI125
Information Technology and Services,Bachelor's Degree,"  Data Scientist
",LI125
Computer Software,Python (Programming Language),"  Data Scientist - AI Start-UP
",LI126
